NDB_No,Seq,Amount,Msre_Desc,Gm_Wgt,Num_Data_Pts,Std_Dev
"04539","1",1.0000000000000000e+00,"tbsp",1.5000000000000000e+01,,
"04539","2",1.0000000000000000e+00,"cup",2.4500000000000000e+02,,
"04541","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04541","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04541","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04542","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04542","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04543","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04543","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04543","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04544","1",1.0000000000000000e+00,"tablespoon",1.2800000000000001e+01,,
"04544","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04545","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04545","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04545","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04546","1",1.0000000000000000e+00,"tablespoon",1.2800000000000001e+01,,
"04546","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04548","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04548","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04549","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04549","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04550","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04550","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04551","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04551","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04554","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04554","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04556","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04556","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04559","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04559","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04560","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04560","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04570","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04570","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04572","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04572","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04572","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04573","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04573","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04573","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04574","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04574","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04575","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04575","2",1.0000000000000000e+00,"tsp",4.2999999999999998e+00,,
"04575","3",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04576","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04576","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04581","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04581","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04581","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04582","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04582","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04582","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04583","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04583","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04583","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04584","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04584","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04584","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04585","1",1.0000000000000000e+00,"tbsp",1.4100000000000000e+01,8,6.1399999999999999e-01
"04585","2",1.0000000000000000e+00,"cup",2.2700000000000000e+02,,
"04585","3",1.0000000000000000e+00,"tsp",4.7000000000000002e+00,,
"04585","4",1.0000000000000000e+00,"stick",1.1100000000000000e+02,4,1.2580000000000000e+00
"04586","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04586","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04587","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04587","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04588","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04588","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04588","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04589","1",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04589","2",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04589","3",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04590","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04590","2",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04590","3",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04591","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04591","2",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04591","3",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04592","1",1.0000000000000000e+00,"tbsp",1.2500000000000000e+01,,
"04592","2",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04592","3",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04593","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04593","2",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04593","3",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04594","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04594","2",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04594","3",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04595","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04595","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04600","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04601","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04602","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04606","1",1.0000000000000000e+00,"tablespoon",1.2800000000000001e+01,,
"04606","2",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"04609","1",1.0000000000000000e+00,"tsp",4.2999999999999998e+00,,
"04610","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04610","2",1.0000000000000000e+00,"cup",2.2700000000000000e+02,,
"04610","3",1.0000000000000000e+00,"tsp",4.7000000000000002e+00,,
"04610","4",1.0000000000000000e+00,"pat (1"" sq, 1/3"" high)",5.0000000000000000e+00,,
"04610","5",1.0000000000000000e+00,"stick",1.1300000000000000e+02,,
"04611","1",1.0000000000000000e+00,"tbsp",1.4199999999999999e+01,,
"04611","2",1.0000000000000000e+00,"cup",2.2700000000000000e+02,,
"04612","1",1.0000000000000000e+00,"tbsp",1.4300000000000001e+01,,
"04612","2",1.0000000000000000e+00,"cup",2.2900000000000000e+02,,
"04612","3",1.0000000000000000e+00,"tsp",4.7999999999999998e+00,1,
"04613","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04613","2",1.0000000000000000e+00,"cup",2.2900000000000000e+02,,
"04613","3",1.0000000000000000e+00,"tsp",4.7999999999999998e+00,,
"04614","1",1.0000000000000000e+00,"tbsp",1.4300000000000001e+01,,
"04614","2",1.0000000000000000e+00,"cup",2.2900000000000000e+02,,
"04614","3",1.0000000000000000e+00,"tsp",4.7999999999999998e+00,1,
"04615","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04615","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04617","1",1.0000000000000000e+00,"tbsp",1.4199999999999999e+01,,
"04617","2",1.0000000000000000e+00,"cup",2.2700000000000000e+02,,
"04617","3",1.0000000000000000e+00,"pat (1"" sq, 1/3"" high)",5.0000000000000000e+00,,
"04617","4",1.0000000000000000e+00,"stick",1.1300000000000000e+02,,
"04618","1",1.0000000000000000e+00,"tbsp",1.4199999999999999e+01,,
"04618","2",1.0000000000000000e+00,"cup",2.2700000000000000e+02,,
"04620","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04624","1",1.0000000000000000e+00,"tbsp",1.5000000000000000e+01,,
"04626","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04627","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04628","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04629","1",1.0000000000000000e+00,"tbsp (1 NLEA serving)",1.4000000000000000e+01,,
"04630","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04631","1",1.0000000000000000e+00,"tbsp",1.4600000000000000e+01,,
"04631","2",1.0000000000000000e+00,"cup",2.3300000000000000e+02,,
"04633","1",1.0000000000000000e+00,"tbsp",1.5000000000000000e+01,,
"04633","2",1.0000000000000000e+00,"cup",2.4000000000000000e+02,,
"04634","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04634","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04635","1",1.0000000000000000e+00,"tbsp",1.6000000000000000e+01,,
"04635","2",1.0000000000000000e+00,"cup",2.5600000000000000e+02,,
"04636","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04636","2",1.0000000000000000e+00,"cup",2.3100000000000000e+02,,
"04638","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04639","1",1.0000000000000000e+00,"tablespoon",1.5000000000000000e+01,,
"04639","2",1.0000000000000000e+00,"serving",3.0000000000000000e+01,,
"04640","1",1.0000000000000000e+00,"tablespoon",1.5000000000000000e+01,,
"04640","2",1.0000000000000000e+00,"serving (2 tbsp)",3.0000000000000000e+01,,
"04641","1",1.0000000000000000e+00,"tablespoon",1.5000000000000000e+01,,
"04642","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04642","2",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04642","3",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04643","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04643","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04644","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04644","2",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04644","3",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04645","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04645","2",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04645","3",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04646","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04646","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04646","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04648","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04648","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04648","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04649","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04649","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04649","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04650","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04650","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04650","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04651","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04651","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04651","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04652","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04652","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04652","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04653","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04653","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04653","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04654","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04654","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04654","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04655","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04656","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04656","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04656","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04657","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04657","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04657","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04658","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04658","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04658","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04659","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04659","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04659","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04660","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04660","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04660","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04661","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04661","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04661","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04662","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04662","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04662","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04663","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04663","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04663","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04664","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04664","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04664","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04665","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04666","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04666","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04667","1",1.0000000000000000e+00,"tbsp",1.2800000000000001e+01,,
"04667","2",1.0000000000000000e+00,"cup",2.0500000000000000e+02,,
"04668","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04668","2",1.0000000000000000e+00,"cup",2.2700000000000000e+02,,
"04668","3",1.0000000000000000e+00,"tsp",4.7000000000000002e+00,,
"04669","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04669","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04669","3",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04670","1",1.0000000000000000e+00,"tbsp",1.3600000000000000e+01,,
"04670","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04670","3",1.0000000000000000e+00,"tsp",4.5000000000000000e+00,,
"04673","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04674","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,,
"04675","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04676","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04677","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04678","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04679","1",1.0000000000000000e+00,"spray , about 1/3 second (1 NLEA serving)",2.9999999999999999e-01,1,
"04683","1",1.0000000000000000e+00,"tbsp (1 NLEA serving)",1.4000000000000000e+01,6,0.0000000000000000e+00
"04684","1",1.0000000000000000e+00,"tablespoon (1 NLEA serving)",1.4000000000000000e+01,,
"04685","1",1.0000000000000000e+00,"tbsp (1 NLEA serving)",1.4000000000000000e+01,,
"04685","2",1.0000000000000000e+00,"cup",2.1400000000000000e+02,3,5.3380000000000001e+00
"04686","1",2.0000000000000000e+00,"tbsp (1 serving)",3.0000000000000000e+01,2,
"04687","1",1.0000000000000000e+00,"tablespoon (1 NLEA serving)",1.4000000000000000e+01,,
"04688","1",1.0000000000000000e+00,"serving (approximately 10 sprays)",8.0000000000000000e+00,,
"04689","1",1.0000000000000000e+00,"tbsp (1 NLEA serving)",1.4000000000000000e+01,,
"04690","1",1.0000000000000000e+00,"tbsp",1.4900000000000000e+01,16,1.3990000000000000e+00
"04691","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04691","2",1.0000000000000000e+00,"cup",2.2700000000000000e+02,,
"04691","3",1.0000000000000000e+00,"teaspoon",4.0000000000000000e+00,,
"04692","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04693","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04694","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04694","2",1.0000000000000000e+00,"cup",2.2900000000000000e+02,,
"04694","3",1.0000000000000000e+00,"teaspoon",4.7999999999999998e+00,,
"04695","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04695","2",1.0000000000000000e+00,"cup",2.2900000000000000e+02,,
"04695","3",1.0000000000000000e+00,"teaspoon",4.7999999999999998e+00,,
"04696","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04696","2",1.0000000000000000e+00,"cup",2.2900000000000000e+02,,
"04696","3",1.0000000000000000e+00,"teaspoon",4.7999999999999998e+00,,
"04697","1",1.0000000000000000e+00,"tbsp",1.4000000000000000e+01,1,
"04698","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04698","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04698","3",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04699","1",1.0000000000000000e+00,"tablespoon",1.4000000000000000e+01,,
"04699","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04699","3",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04700","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04700","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04700","3",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04701","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04701","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04701","3",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04702","1",1.0000000000000000e+00,"tablespoon",1.3600000000000000e+01,,
"04702","2",1.0000000000000000e+00,"cup",2.1800000000000000e+02,,
"04702","3",1.0000000000000000e+00,"teaspoon",4.5000000000000000e+00,,
"04703","1",2.0000000000000000e+00,"tbsp",3.0000000000000000e+01,3,0.0000000000000000e+00
"04704","1",2.0000000000000000e+00,"tbsp",3.3000000000000000e+01,1,
"04705","1",2.0000000000000000e+00,"tbsp (1 NLEA serving)",3.4000000000000000e+01,2,
"04706","1",2.0000000000000000e+00,"tbsp (1 NLEA serving)",3.0000000000000000e+01,1,
"04707","1",1.0000000000000000e+00,"tablespoon",1.3699999999999999e+01,,
"04707","2",1.0000000000000000e+00,"cup",2.1900000000000000e+02,1,
"04708","1",1.0000000000000000e+00,"tbsp",1.5000000000000000e+01,1,
"04708","2",1.0000000000000000e+00,"cup",2.3200000000000000e+02,24,4.9729999999999999e+00
"05000","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05000","2",1.0000000000000000e+00,"breast",3.8400000000000000e+02,48,7.6653999999999996e+01
"05001","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05001","2",1.0000000000000000e+00,"chicken",1.0460000000000000e+03,,
"05002","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05002","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",3.0800000000000000e+02,,
"05002","3",1.0000000000000000e+00,"chicken",1.0280000000000000e+03,,
"05003","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05003","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",2.1200000000000000e+02,,
"05003","3",1.0000000000000000e+00,"chicken",7.0800000000000000e+02,,
"05004","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05004","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",2.0500000000000000e+02,,
"05004","3",1.0000000000000000e+00,"chicken",6.8200000000000000e+02,,
"05005","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05005","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",2.2500000000000000e+02,,
"05005","3",1.0000000000000000e+00,"chicken",7.5100000000000000e+02,,
"05006","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05006","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",2.7600000000000000e+02,,
"05006","3",5.0000000000000000e-01,"chicken, bone removed",4.6000000000000000e+02,,
"05007","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05007","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",2.8000000000000000e+02,,
"05007","3",5.0000000000000000e-01,"chicken, bone removed",4.6600000000000000e+02,,
"05008","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05008","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.8800000000000000e+02,,
"05008","3",5.0000000000000000e-01,"chicken, bone removed",3.1400000000000000e+02,,
"05009","1",1.0000000000000000e+00,"cup, chopped or diced",1.4000000000000000e+02,,
"05009","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.7800000000000000e+02,,
"05009","3",5.0000000000000000e-01,"chicken, bone removed",2.9900000000000000e+02,,
"05010","1",1.0000000000000000e+00,"cup, chopped or diced",1.4000000000000000e+02,,
"05010","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",2.0000000000000000e+02,,
"05010","3",5.0000000000000000e-01,"chicken, bone removed",3.3400000000000000e+02,,
"05011","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"05011","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.9700000000000000e+02,,
"05011","3",5.0000000000000000e-01,"chicken, bone and skin removed",3.2900000000000000e+02,,
"05012","1",1.0000000000000000e+00,"cup, chopped or diced",1.4000000000000000e+02,,
"05012","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.5500000000000000e+02,,
"05012","3",5.0000000000000000e-01,"chicken, bone and skin removed",2.5800000000000000e+02,,
"05013","1",1.0000000000000000e+00,"cup, chopped or diced",1.4000000000000000e+02,,
"05013","2",1.0000000000000000e+00,"tbsp",8.6999999999999993e+00,,
"05013","3",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.4600000000000000e+02,,
"05014","1",1.0000000000000000e+00,"cup, chopped or diced",1.4000000000000000e+02,,
"05014","2",1.0000000000000000e+00,"tbsp",8.6999999999999993e+00,,
"05014","3",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.5700000000000000e+02,,
"05015","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",4.7000000000000000e+01,,
"05015","2",5.0000000000000000e-01,"chicken, skin only",7.9000000000000000e+01,,
"05016","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.1400000000000000e+02,,
"05016","2",5.0000000000000000e-01,"chicken, skin only",1.9000000000000000e+02,,
"05017","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",3.3000000000000000e+01,,
"05017","2",5.0000000000000000e-01,"chicken, skin only",5.6000000000000000e+01,,
"05018","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",3.4000000000000000e+01,,
"05018","2",5.0000000000000000e-01,"chicken, skin only",5.6000000000000000e+01,,
"05019","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",4.4000000000000000e+01,,
"05019","2",5.0000000000000000e-01,"chicken, skin only",7.2000000000000000e+01,,
"05020","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",2.3000000000000000e+01,,
"05020","2",1.0000000000000000e+00,"giblets",7.5000000000000000e+01,,
"05021","1",1.0000000000000000e+00,"cup, chopped or diced",1.4500000000000000e+02,,
"05021","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.3000000000000000e+01,,
"05022","1",1.0000000000000000e+00,"cup chopped or dice",1.4500000000000000e+02,,
"05023","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"05023","2",1.0000000000000000e+00,"lb",4.5300000000000000e+02,,
"05024","1",1.0000000000000000e+00,"cup chopped or dice",1.4500000000000000e+02,,
"05025","1",1.0000000000000000e+00,"heart",6.0999999999999996e+00,,
"05025","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.8000000000000000e+00,,
"05026","1",1.0000000000000000e+00,"cup, chopped or diced",1.4500000000000000e+02,,
"05026","2",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.0000000000000000e+00,,
"05027","1",1.0000000000000000e+00,"liver",4.4000000000000000e+01,,
"05028","1",1.0000000000000000e+00,"liver",4.4000000000000000e+01,,
"05029","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.1600000000000000e+02,,
"05029","2",5.0000000000000000e-01,"chicken, bone removed",1.9400000000000000e+02,,
"05030","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",1.1300000000000000e+02,,
"05030","2",5.0000000000000000e-01,"chicken, bone removed",1.8800000000000000e+02,,
"05031","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",7.8000000000000000e+01,,
"05031","2",5.0000000000000000e-01,"chicken, bone removed",1.3000000000000000e+02,,
"05032","1",1.0000000000000000e+00,"unit (yield from 1 lb ready-to-cook chicken)",7.9000000000000000e+01,,
"05032","2",5.0000000000000000e-01,"chicken, bone removed",1.3200000000000000e+02,,
