NDB_No,Seq,Amount,Msre_Desc,Gm_Wgt,Num_Data_Pts,Std_Dev
"23141","2",1.0000000000000000e+00,"steak",3.0700000000000000e+02,34,7.3299999999999997e+01
"23142","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23142","2",1.0000000000000000e+00,"steak",3.0900000000000000e+02,18,8.2500000000000000e+01
"23143","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23143","2",1.0000000000000000e+00,"steak",3.8400000000000000e+02,52,
"23144","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23144","2",1.0000000000000000e+00,"steak",3.8200000000000000e+02,34,
"23145","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23145","2",1.0000000000000000e+00,"steak",3.8600000000000000e+02,18,
"23146","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23146","2",1.0000000000000000e+00,"roast",2.1300000000000000e+03,35,4.3986599999999999e+02
"23147","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23147","2",1.0000000000000000e+00,"roast",2.2590000000000000e+03,11,4.3219499999999999e+02
"23148","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23148","2",1.0000000000000000e+00,"steak",2.8100000000000000e+02,24,3.4801000000000002e+01
"23149","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23149","2",1.0000000000000000e+00,"steak",3.0600000000000000e+02,12,3.8938000000000002e+01
"23150","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23150","2",1.0000000000000000e+00,"steak",4.6200000000000000e+02,36,4.2722999999999999e+01
"23150","3",1.0000000000000000e+00,"roast",2.6270000000000000e+03,36,5.6540599999999995e+02
"23151","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23151","2",1.0000000000000000e+00,"steak",4.5600000000000000e+02,24,3.9959000000000003e+01
"23151","3",1.0000000000000000e+00,"roast",2.6740000000000000e+03,24,5.9385599999999999e+02
"23152","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23152","2",1.0000000000000000e+00,"steak",4.7100000000000000e+02,12,4.8628999999999998e+01
"23152","3",1.0000000000000000e+00,"roast",2.5570000000000000e+03,12,5.1607399999999996e+02
"23153","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23153","2",1.0000000000000000e+00,"steak",3.6100000000000000e+02,36,4.7604999999999997e+01
"23153","3",1.0000000000000000e+00,"roast",2.1550000000000000e+03,36,4.2150000000000000e+02
"23154","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23154","2",1.0000000000000000e+00,"steak",3.5000000000000000e+02,24,4.0625000000000000e+01
"23154","3",1.0000000000000000e+00,"roast",2.1240000000000000e+03,24,4.2100000000000000e+02
"23155","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23155","2",1.0000000000000000e+00,"steak",3.7600000000000000e+02,12,5.6167000000000002e+01
"23155","3",1.0000000000000000e+00,"roast",2.2030000000000000e+03,12,4.3869999999999999e+02
"23156","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23156","2",1.0000000000000000e+00,"steak",3.8100000000000000e+02,36,3.9487000000000002e+01
"23157","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23157","2",1.0000000000000000e+00,"steak",3.7800000000000000e+02,24,4.0119999999999997e+01
"23158","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23158","2",1.0000000000000000e+00,"steak",3.8500000000000000e+02,12,3.9773000000000003e+01
"23159","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23159","2",1.0000000000000000e+00,"roast",1.6010000000000000e+03,36,3.2643000000000001e+02
"23160","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23160","2",1.0000000000000000e+00,"roast",1.5550000000000000e+03,24,3.4018700000000001e+02
"23161","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23161","2",1.0000000000000000e+00,"roast",1.6690000000000000e+03,12,2.9662900000000002e+02
"23162","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23162","2",1.0000000000000000e+00,"steak",2.5400000000000000e+02,72,4.8600999999999999e+01
"23163","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23163","2",1.0000000000000000e+00,"steak",3.8200000000000000e+02,1,
"23164","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23164","2",1.0000000000000000e+00,"steak",2.5600000000000000e+02,48,5.1975000000000001e+01
"23165","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23165","2",1.0000000000000000e+00,"steak",3.8800000000000000e+02,1,
"23166","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23166","2",1.0000000000000000e+00,"steak",2.5000000000000000e+02,24,4.1960999999999999e+01
"23167","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23167","2",1.0000000000000000e+00,"steak",3.7300000000000000e+02,1,
"23168","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23168","2",1.0000000000000000e+00,"steak",1.7400000000000000e+02,72,4.6293999999999997e+01
"23169","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23169","2",1.0000000000000000e+00,"steak",2.6600000000000000e+02,1,
"23170","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23170","2",1.0000000000000000e+00,"steak",1.7300000000000000e+02,48,4.8134999999999998e+01
"23171","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23171","2",1.0000000000000000e+00,"steak",2.6800000000000000e+02,1,
"23172","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23172","2",1.0000000000000000e+00,"steak",1.7500000000000000e+02,24,4.3351999999999997e+01
"23173","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23173","2",1.0000000000000000e+00,"steak",2.6400000000000000e+02,1,
"23174","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23175","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23176","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23176","2",1.0000000000000000e+00,"steak",2.4200000000000000e+02,24,2.3638000000000002e+01
"23177","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23177","2",1.0000000000000000e+00,"steak",3.1600000000000000e+02,24,3.4398000000000003e+01
"23178","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23178","2",1.0000000000000000e+00,"steak",2.6600000000000000e+02,12,2.8021999999999998e+01
"23179","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23180","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23180","2",1.0000000000000000e+00,"ribs",1.1590000000000000e+03,36,2.2495500000000001e+02
"23181","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23181","2",1.0000000000000000e+00,"ribs",1.5870000000000000e+03,36,2.6291300000000001e+02
"23182","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23182","2",1.0000000000000000e+00,"ribs",1.1970000000000000e+03,24,2.2977300000000000e+02
"23183","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23183","2",1.0000000000000000e+00,"ribs",1.6040000000000000e+03,24,2.8393599999999998e+02
"23184","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23184","2",1.0000000000000000e+00,"ribs",1.1020000000000000e+03,12,2.0606700000000001e+02
"23185","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23185","2",1.0000000000000000e+00,"ribs",1.5620000000000000e+03,12,2.2227400000000000e+02
"23186","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23186","2",1.0000000000000000e+00,"steak",3.7800000000000000e+02,24,4.0119999999999997e+01
"23187","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23187","2",1.0000000000000000e+00,"steak",3.8500000000000000e+02,12,3.9773000000000003e+01
"23188","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23188","2",1.0000000000000000e+00,"steak",3.8100000000000000e+02,36,3.9487000000000002e+01
"23189","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23189","2",1.0000000000000000e+00,"roast",2.0440000000000000e+03,24,4.4517200000000003e+02
"23190","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23190","2",1.0000000000000000e+00,"roast",2.2590000000000000e+03,11,4.3219499999999999e+02
"23191","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23191","2",1.0000000000000000e+00,"roast",2.1300000000000000e+03,35,4.3986599999999999e+02
"23192","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23192","2",1.0000000000000000e+00,"steak",4.6200000000000000e+02,36,4.2722999999999999e+01
"23192","3",1.0000000000000000e+00,"roast",2.6270000000000000e+03,36,5.6540599999999995e+02
"23193","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23193","2",1.0000000000000000e+00,"steak",4.5600000000000000e+02,24,3.9959000000000003e+01
"23193","3",1.0000000000000000e+00,"roast",2.6740000000000000e+03,24,5.9385599999999999e+02
"23194","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23194","2",1.0000000000000000e+00,"steak",4.7100000000000000e+02,12,4.8628999999999998e+01
"23194","3",1.0000000000000000e+00,"roast",2.5570000000000000e+03,12,5.1607399999999996e+02
"23195","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23195","2",1.0000000000000000e+00,"steak",2.8100000000000000e+02,24,3.4801000000000002e+01
"23196","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23196","2",1.0000000000000000e+00,"steak",3.0600000000000000e+02,12,3.8938000000000002e+01
"23197","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23197","2",1.0000000000000000e+00,"steak",2.9100000000000000e+02,36,3.8048000000000002e+01
"23198","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23198","2",1.0000000000000000e+00,"roast",1.6010000000000000e+03,36,3.2643000000000001e+02
"23199","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23199","2",1.0000000000000000e+00,"roast",1.5550000000000000e+03,24,3.4018700000000001e+02
"23200","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23200","2",1.0000000000000000e+00,"roast",1.6690000000000000e+03,12,2.9662900000000002e+02
"23201","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23201","2",1.0000000000000000e+00,"steak",3.6100000000000000e+02,36,4.7604999999999997e+01
"23201","3",1.0000000000000000e+00,"roast",2.1550000000000000e+03,36,4.2152199999999999e+02
"23202","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23202","2",1.0000000000000000e+00,"steak",3.5000000000000000e+02,24,4.0625000000000000e+01
"23202","3",1.0000000000000000e+00,"roast",2.1240000000000000e+03,24,4.2104599999999999e+02
"23213","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23213","2",1.0000000000000000e+00,"steak",3.7600000000000000e+02,12,5.6167000000000002e+01
"23213","3",1.0000000000000000e+00,"roast",2.2030000000000000e+03,12,4.3873500000000001e+02
"23214","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23214","2",1.0000000000000000e+00,"steak",2.5400000000000000e+02,72,4.8600999999999999e+01
"23215","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23215","2",1.0000000000000000e+00,"steak",2.5600000000000000e+02,48,5.1975000000000001e+01
"23216","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23216","2",1.0000000000000000e+00,"steak",2.5000000000000000e+02,24,4.1960999999999999e+01
"23217","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23217","2",1.0000000000000000e+00,"steak",3.8200000000000000e+02,1,
"23218","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23218","2",1.0000000000000000e+00,"steak",3.8800000000000000e+02,1,
"23219","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23219","2",1.0000000000000000e+00,"steak",3.7300000000000000e+02,1,
"23220","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,1,
"23221","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23221","2",1.0000000000000000e+00,"steak",1.7400000000000000e+02,72,4.6293999999999997e+01
"23222","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23222","2",1.0000000000000000e+00,"steak",1.7300000000000000e+02,48,4.8134999999999998e+01
"23223","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23223","2",1.0000000000000000e+00,"steak",1.7500000000000000e+02,24,4.3351999999999997e+01
"23224","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23224","2",1.0000000000000000e+00,"steak",2.6600000000000000e+02,1,
"23225","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23225","2",1.0000000000000000e+00,"steak",2.6800000000000000e+02,1,
"23226","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23226","2",1.0000000000000000e+00,"steak",2.6400000000000000e+02,1,
"23227","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23227","2",1.0000000000000000e+00,"steak",2.5100000000000000e+02,36,2.7210999999999999e+01
"23228","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23228","2",1.0000000000000000e+00,"steak",2.4200000000000000e+02,24,2.3638000000000002e+01
"23229","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23229","2",1.0000000000000000e+00,"steak",2.6600000000000000e+02,12,2.8021999999999998e+01
"23230","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23230","2",1.0000000000000000e+00,"steak",3.2600000000000000e+02,36,3.9567999999999998e+01
"23231","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23231","2",1.0000000000000000e+00,"steak",3.1600000000000000e+02,24,3.4398000000000003e+01
"23232","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23232","2",1.0000000000000000e+00,"steak",3.4000000000000000e+02,12,4.4658000000000001e+01
"23233","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23233","2",1.0000000000000000e+00,"ribs",1.1590000000000000e+03,36,2.2495500000000001e+02
"23234","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23234","2",1.0000000000000000e+00,"ribs",1.1970000000000000e+03,24,2.2977300000000000e+02
"23235","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23235","2",1.0000000000000000e+00,"ribs",1.1020000000000000e+03,12,2.0606700000000001e+02
"23236","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23236","2",1.0000000000000000e+00,"ribs",1.5870000000000000e+03,36,2.6291300000000001e+02
"23237","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23237","2",1.0000000000000000e+00,"ribs",1.6040000000000000e+03,24,2.8393599999999998e+02
"23238","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23238","2",1.0000000000000000e+00,"ribs",1.5620000000000000e+03,12,2.2227400000000000e+02
"23239","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23239","2",1.0000000000000000e+00,"roast",8.0600000000000000e+02,16,8.1953999999999994e+01
"23240","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23240","2",1.0000000000000000e+00,"fillet",1.9000000000000000e+02,16,3.3524999999999999e+01
"23240","3",1.0000000000000000e+00,"roast",1.0130000000000000e+03,16,1.2879900000000001e+02
"23241","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23241","2",1.0000000000000000e+00,"steak",1.6100000000000000e+02,24,2.7396000000000001e+01
"23242","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23242","2",1.0000000000000000e+00,"steak",1.6500000000000000e+02,16,2.4719000000000001e+01
"23243","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23243","2",1.0000000000000000e+00,"steak",1.5600000000000000e+02,8,3.2402000000000001e+01
"23244","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23244","2",1.0000000000000000e+00,"steak",2.2300000000000000e+02,24,3.9223999999999997e+01
"23245","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23245","2",1.0000000000000000e+00,"steak",2.3800000000000000e+02,16,2.7806999999999999e+01
"23246","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23246","2",1.0000000000000000e+00,"steak",1.9900000000000000e+02,8,4.3090000000000003e+01
"23247","1",1.0000000000000000e+00,"fillet",1.3500000000000000e+02,24,1.8550999999999998e+01
"23248","1",1.0000000000000000e+00,"fillet",1.3500000000000000e+02,16,2.0613000000000000e+01
"23249","1",1.0000000000000000e+00,"fillet",1.3500000000000000e+02,8,1.4827999999999999e+01
"23250","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23250","2",1.0000000000000000e+00,"roast",6.3400000000000000e+02,24,1.2314200000000000e+02
"23251","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23251","2",1.0000000000000000e+00,"roast",6.7700000000000000e+02,16,1.1109200000000000e+02
"23252","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23252","2",1.0000000000000000e+00,"roast",5.7100000000000000e+02,8,1.1372300000000000e+02
"23253","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23253","2",1.0000000000000000e+00,"fillet",1.7300000000000000e+02,24,2.6608000000000001e+01
"23253","3",1.0000000000000000e+00,"roast",8.5200000000000000e+02,24,1.6844399999999999e+02
"23254","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23254","2",1.0000000000000000e+00,"fillet",1.7800000000000000e+02,16,2.7372000000000000e+01
"23254","3",1.0000000000000000e+00,"roast",8.4400000000000000e+02,16,1.6917699999999999e+02
"23255","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23255","2",1.0000000000000000e+00,"fillet",1.6600000000000000e+02,8,2.4238000000000000e+01
"23255","3",1.0000000000000000e+00,"roast",8.6600000000000000e+02,8,1.7811300000000000e+02
"23256","1",1.0000000000000000e+00,"fillet",1.2100000000000000e+02,24,2.5596000000000000e+01
"23257","1",1.0000000000000000e+00,"fillet",1.2400000000000000e+02,16,2.8361000000000001e+01
"23258","1",1.0000000000000000e+00,"fillet",1.1500000000000000e+02,8,1.6815000000000001e+01
"23259","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23259","2",1.0000000000000000e+00,"roast",7.6800000000000000e+02,24,1.0078500000000000e+02
"23260","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23260","2",1.0000000000000000e+00,"roast",7.6500000000000000e+02,8,1.3430400000000000e+02
"23261","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23261","2",1.0000000000000000e+00,"fillet",1.8000000000000000e+02,24,3.4445999999999998e+01
"23261","3",1.0000000000000000e+00,"roast",9.7000000000000000e+02,24,1.2089400000000001e+02
"23262","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23262","2",1.0000000000000000e+00,"fillet",1.8600000000000000e+02,8,4.0249000000000002e+01
"23262","3",1.0000000000000000e+00,"roast",9.5500000000000000e+02,8,8.2971000000000004e+01
"23263","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23263","2",1.0000000000000000e+00,"fillet",1.6400000000000000e+02,24,2.3274000000000001e+01
"23263","3",1.0000000000000000e+00,"roast",9.0100000000000000e+02,24,1.2624400000000000e+02
"23264","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23264","2",1.0000000000000000e+00,"fillet",1.6300000000000000e+02,16,1.7579000000000001e+01
"23264","3",1.0000000000000000e+00,"roast",9.3800000000000000e+02,16,1.3184299999999999e+02
"23265","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23265","2",1.0000000000000000e+00,"fillet",1.6700000000000000e+02,8,3.3345999999999997e+01
"23265","3",1.0000000000000000e+00,"roast",8.4700000000000000e+02,8,9.4106999999999999e+01
"23266","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23266","2",1.0000000000000000e+00,"steak",2.0900000000000000e+02,24,3.1074000000000002e+01
"23267","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23267","2",1.0000000000000000e+00,"steak",2.0800000000000000e+02,16,2.6678000000000001e+01
"23268","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23268","2",1.0000000000000000e+00,"steak",2.1100000000000000e+02,8,4.0539999999999999e+01
"23269","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23269","2",1.0000000000000000e+00,"steak",2.5600000000000000e+02,24,4.6771000000000001e+01
"23270","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23270","2",1.0000000000000000e+00,"steak",2.4900000000000000e+02,16,3.3313000000000002e+01
"23271","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23271","2",1.0000000000000000e+00,"steak",2.6700000000000000e+02,8,6.7856999999999999e+01
"23272","1",1.0000000000000000e+00,"fillet",1.3500000000000000e+02,24,1.7475000000000001e+01
"23273","1",1.0000000000000000e+00,"fillet",1.3800000000000000e+02,16,1.6234000000000002e+01
"23274","1",1.0000000000000000e+00,"fillet",1.2900000000000000e+02,8,2.0093000000000000e+01
"23275","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23275","2",1.0000000000000000e+00,"roast",6.9900000000000000e+02,24,9.6784999999999997e+01
"23276","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23276","2",1.0000000000000000e+00,"roast",7.1400000000000000e+02,16,9.5259000000000000e+01
"23277","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23277","2",1.0000000000000000e+00,"roast",6.7500000000000000e+02,8,9.8197000000000003e+01
"23278","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23278","2",1.0000000000000000e+00,"steak",1.6100000000000000e+02,24,2.7396000000000001e+01
"23279","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23279","2",1.0000000000000000e+00,"steak",1.6500000000000000e+02,16,2.4719000000000001e+01
"23280","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23280","2",1.0000000000000000e+00,"steak",1.5600000000000000e+02,8,3.2402000000000001e+01
"23281","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23281","2",1.0000000000000000e+00,"steak",2.2300000000000000e+02,24,3.9223999999999997e+01
"23282","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23282","2",1.0000000000000000e+00,"steak",2.3800000000000000e+02,16,2.7806999999999999e+01
"23283","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23283","2",1.0000000000000000e+00,"steak",1.9900000000000000e+02,8,4.3090000000000003e+01
"23284","1",1.0000000000000000e+00,"fillet",1.3500000000000000e+02,24,1.8550999999999998e+01
"23285","1",1.0000000000000000e+00,"fillet",1.3500000000000000e+02,16,2.0613000000000000e+01
"23286","1",1.0000000000000000e+00,"fillet",1.3500000000000000e+02,8,1.4827999999999999e+01
"23287","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23287","2",1.0000000000000000e+00,"roast",6.3400000000000000e+02,24,1.2314200000000000e+02
"23288","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23288","2",1.0000000000000000e+00,"roast",6.7700000000000000e+02,16,1.1109200000000000e+02
"23289","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23289","2",1.0000000000000000e+00,"roast",5.7100000000000000e+02,8,1.1372300000000000e+02
"23290","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23290","2",1.0000000000000000e+00,"fillet",1.7300000000000000e+02,24,2.6608000000000001e+01
"23290","3",1.0000000000000000e+00,"roast",8.5200000000000000e+02,24,1.6844399999999999e+02
"23291","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23291","2",1.0000000000000000e+00,"fillet",1.7800000000000000e+02,16,2.7372000000000000e+01
"23291","3",1.0000000000000000e+00,"roast",8.4400000000000000e+02,16,1.6917699999999999e+02
"23292","1",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"23292","2",1.0000000000000000e+00,"fillet",1.6600000000000000e+02,8,2.4238000000000000e+01
"23292","3",1.0000000000000000e+00,"roast",8.6600000000000000e+02,8,1.7811300000000000e+02
"23293","1",4.0000000000000000e+00,"oz (4 oz)",1.1400000000000000e+02,,
"23294","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23294","2",1.0000000000000000e+00,"steak",1.5000000000000000e+02,42,4.1200000000000003e+01
"23295","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23295","2",1.0000000000000000e+00,"steak",1.5200000000000000e+02,34,3.6100000000000001e+01
"23296","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"23297","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"23298","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"23299","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"23300","1",1.0000000000000000e+00,"oz",2.8000000000000000e+01,,
"23301","1",1.0000000000000000e+00,"oz",2.8000000000000000e+01,,
"23302","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23302","2",1.0000000000000000e+00,"steak",1.5000000000000000e+02,42,4.1200000000000003e+01
"23303","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23303","2",1.0000000000000000e+00,"roast",3.3900000000000000e+02,47,4.8899999999999999e+01
"23304","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23304","2",1.0000000000000000e+00,"steak",1.5200000000000000e+02,34,3.6100000000000001e+01
"23305","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23305","2",1.0000000000000000e+00,"roast",3.3900000000000000e+02,47,4.8899999999999999e+01
"23306","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23306","2",1.0000000000000000e+00,"roast",4.4900000000000000e+02,18,1.8069999999999999e+02
"23307","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23307","2",1.0000000000000000e+00,"roast",3.5000000000000000e+02,38,6.3799999999999997e+01
"23308","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23308","2",1.0000000000000000e+00,"roast",3.3700000000000000e+02,49,6.4500000000000000e+01
"23309","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23309","2",1.0000000000000000e+00,"roast",7.6300000000000000e+02,25,1.5409999999999999e+02
"23310","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23310","2",1.0000000000000000e+00,"steak",1.7300000000000000e+02,44,4.2399999999999999e+01
"23311","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23311","2",1.0000000000000000e+00,"roast",3.4800000000000000e+02,62,6.3000000000000000e+01
"23312","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23312","2",1.0000000000000000e+00,"roast",3.5900000000000000e+02,64,5.6700000000000003e+01
"23313","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23313","2",1.0000000000000000e+00,"roast",3.4200000000000000e+02,52,8.4400000000000006e+01
"23314","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23314","2",1.0000000000000000e+00,"roast",3.7700000000000000e+02,59,7.7700000000000003e+01
"23315","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
"23315","2",1.0000000000000000e+00,"roast",4.4900000000000000e+02,,
"23316","1",4.0000000000000000e+00,"oz",1.1400000000000000e+02,,
